Beacon_Id,AccessionNumber
7891,1100.1964.12
7892,1100.1964.13
7893,1100.1964.14
7894,1100.1964.15
7895,1100.1964.16
7896,1100.1964.2
7897,1100.1964.3
7898,1100.1964.4
7899,1100.1964.5
7900,1100.1964.6
7901,1100.1964.7
7902,1100.1964.8
7903,1100.1964.9
7904,1100.1979.1
7905,1100.1979.1-4
7906,1100.1979.2
7907,1100.1979.3
7908,1100.1979.4
7909,1102.1964.A-C
7910,1102.1964.A01
7911,1102.1964.B01
7912,1102.1964.C01
7913,1106.1964.7
7914,1106.1964.8
7915,1107.1964.1
7916,1107.1964.10
7917,1107.1964.11
7918,1107.1964.2
7919,1107.1964.3
7920,1107.1964.4
7921,1107.1964.5
7922,1107.1964.6
7923,1107.1964.7
7924,1107.1964.8
7925,1107.1964.9
7926,1112.2001
7927,1113.1964.1
7928,1113.1964.10
7929,1113.1964.2
7930,1113.1964.4
7931,1113.1964.5
7932,1113.1964.6
7933,1113.1964.7
7934,1113.1964.8
7935,1113.1964.9
7936,1114.1964.A
7937,1114.1964.A01
7938,1118.2001
7939,1120.2001
7940,1121.2001
7941,1123.2001
7942,1124.2001
7943,1127.2001.1-6
7944,1137.2001.x1-x2
7945,1139.2001.x1-x2
7946,1140.2001.x1-x2
7947,1164.1964.41
7948,1164.1964.44
7949,1193.1969.1
7950,1193.1969.1-9
7951,1193.1969.2
7952,1193.1969.3
7953,1193.1969.4
7954,1193.1969.5
7955,1193.1969.6
7956,1193.1969.7
7957,1193.1969.8
7958,1193.1969.9
7959,1263.1979
7960,1264.1979
7961,1385.2000
7962,1388.2000.1-17
7963,1482.2001
7964,1483.2001
7965,1519.2001
7966,1520.2001
7967,1643.1968.1-94
7968,1644.1968.1-10
7969,1645.1968
7970,1646.1968
7971,1647.1968.1
7972,1647.1968.1-11
7973,1647.1968.2
7974,1648.1968.1-11
7975,2202.1967.71.a-b
7976,2202.1967.72.a-b
7977,2207.1967
7978,2350.1967.1
7979,2350.1967.1-16
7980,2350.1967.10
7981,2350.1967.11
7982,2350.1967.12
7983,2350.1967.13
7984,2350.1967.14
7985,2350.1967.15
7986,2350.1967.16
7987,2350.1967.2
7988,2350.1967.3
7989,2350.1967.4
7990,2350.1967.5
7991,2350.1967.6
7992,2350.1967.7
7993,2350.1967.8
7994,2350.1967.9
7995,2463.1967.1
7996,2463.1967.1-101
7997,2463.1967.10
7998,2463.1967.100
7999,2463.1967.101
8000,2463.1967.11
8001,2463.1967.12
8002,2463.1967.13
8003,2463.1967.14
8004,2463.1967.15
8005,2463.1967.16
8006,2463.1967.17
8007,2463.1967.18
8008,2463.1967.19
8009,2463.1967.2
8010,2463.1967.20
8011,2463.1967.21
8012,2463.1967.22
8013,2463.1967.23
8014,2463.1967.24
8015,2463.1967.25
8016,2463.1967.26
8017,2463.1967.27
8018,2463.1967.28
8019,2463.1967.29
8020,2463.1967.3
8021,2463.1967.30
8022,2463.1967.31
8023,2463.1967.32
8024,2463.1967.33
8025,2463.1967.34
8026,2463.1967.35
8027,2463.1967.36
8028,2463.1967.37
8029,2463.1967.38
8030,2463.1967.39
8031,2463.1967.4
8032,2463.1967.40
8033,2463.1967.41
8034,2463.1967.42
8035,2463.1967.43
8036,2463.1967.44
8037,2463.1967.45
8038,2463.1967.46
8039,2463.1967.47
8040,2463.1967.48
8041,2463.1967.49
8042,2463.1967.5
8043,2463.1967.50
8044,2463.1967.51
8045,2463.1967.52
8046,2463.1967.53
8047,2463.1967.54
8048,2463.1967.55
8049,2463.1967.56
8050,2463.1967.57
8051,2463.1967.58
8052,2463.1967.59
8053,2463.1967.6
8054,2463.1967.60
8055,2463.1967.61
8056,2463.1967.62
8057,2463.1967.63
8058,2463.1967.64
8059,2463.1967.65
8060,2463.1967.66
8061,2463.1967.67
8062,2463.1967.68
8063,2463.1967.69
8064,2463.1967.7
8065,2463.1967.70
8066,2463.1967.71
8067,2463.1967.72
8068,2463.1967.73
8069,2463.1967.74
8070,2463.1967.75
8071,2463.1967.76
8072,2463.1967.77
8073,2463.1967.78
8074,2463.1967.79
8075,2463.1967.8
8076,2463.1967.80
8077,2463.1967.81
8078,2463.1967.82
8079,2463.1967.83
8080,2463.1967.84
8081,2463.1967.85
8082,2463.1967.86
8083,2463.1967.87
8084,2463.1967.88
8085,2463.1967.89
8086,2463.1967.9
8087,2463.1967.90
8088,2463.1967.91
8089,2463.1967.92
8090,2463.1967.93
8091,2463.1967.94
8092,2463.1967.95
8093,2463.1967.96
8094,2463.1967.97
8095,2463.1967.98
8096,2463.1967.99
8097,2501.1967.A-B
8098,1.1932
8099,1.1948
8100,1.1950
8101,1.1952
8102,1.1956
8103,1.1964
8104,1.1977
8105,1.1998
8106,2.1930
8107,2.1932
8108,2.1934
8109,2.1936
8110,2.1939
8111,2.1964
8112,2.1966
8113,2.1978
8114,2.1998
8115,3.1936
8116,3.1939
8117,3.1948
8118,3.1949
8119,3.1963
8120,3.1964
8121,3.1978
8122,3.1998
8123,4.1929
8124,4.1936
8125,4.1948.a-b
8126,4.1950
8127,4.1956.a-b
8128,4.1962
8129,4.1963
8130,4.1964
8131,4.1968
8132,4.1977
8133,4.1978
8134,4.1998
8135,5.1950
8136,5.1953
8137,5.1962
8138,5.1963
8139,5.1964
8140,5.1977
8141,5.1998
8142,6.1934.a-b
8143,6.1948
8144,6.1953
8145,6.1954
8146,6.1955
8147,6.1978
8148,6.1998
8149,7.1935
8150,7.1943
8151,7.1944
8152,7.1945
8153,7.1948
8154,7.1950
8155,7.1955
8156,7.1958
8157,7.1969
8158,7.1977
8159,7.1978
8160,7.1998
8161,7.1999
8162,8.1939
8163,8.1943
8164,8.1953
8165,8.1954
8166,8.1969
8167,8.1977
8168,8.1978
8169,8.1999
8170,9.1934.a-b
8171,9.1935
8172,9.1947
8173,9.1949
8174,9.1950
8175,9.1951
8176,9.1962
8177,9.1965
8178,9.1967
8179,9.1969
8180,9.1977
8181,9.1978
8182,9.1999
8183,10.2000
8184,10.1949
8185,10.1951
8186,10.1953
8187,10.1967
8188,10.1969
8189,10.1977
8190,10.1978
8191,10.1998
8192,10.1999
8193,11.2000
8194,11.1935
8195,11.1940
8196,11.1943.1-10
8197,11.1952
8198,11.1956
8199,11.1957
8200,11.1967
8201,11.1977
8202,11.1978
8203,11.1998
8204,11.1999
8205,12.2000
8206,12.1930
8207,12.1935
8208,12.1950
8209,12.1954
8210,12.1956
8211,12.1957
8212,12.1958
8213,12.1963
8214,12.1967
8215,12.1969
8216,12.1977
8217,12.1978.a-b
8218,12.1998
8219,12.1999
8220,13.2000
8221,13.1935
8222,13.1949
8223,13.1951
8224,13.1957
8225,13.1958
8226,13.1967
8227,13.1969
8228,13.1977
8229,13.1998
8230,13.1999
8231,14.1942
8232,14.1949
8233,14.1952
8234,14.1954
8235,14.1955
8236,14.1962
8237,14.1967
8238,14.1968
8239,14.1969
8240,14.1977
8241,14.1978
8242,14.1998
8243,14.1999.a-e
8244,15.1934
8245,15.1935
8246,15.1936
8247,15.1942
8248,15.1949
8249,15.1951
8250,15.1962
8251,15.1963
8252,15.1967
8253,15.1968
8254,15.1969
8255,15.1978
8256,15.1998.a-oo
8257,15.1999
8258,16.1935
8259,16.1936
8260,16.1942
8261,16.1943
8262,16.1962
8263,16.1963
8264,16.1967
8265,16.1969
8266,16.1978
8267,16.1998
8268,16.1999.a-h
8269,17.1942
8270,17.1943
8271,17.1948
8272,17.1950
8273,17.1952
8274,17.1953
8275,17.1962
8276,17.1963
8277,17.1967
8278,17.1968
8279,17.1969
8280,17.1977
8281,17.1998
8282,17.1999
8283,18.1942
8284,18.1950
8285,18.1951
8286,18.1952
8287,18.1953
8288,18.1961
8289,18.1962
8290,18.1968
8291,18.1969
8292,18.1977
8293,18.1998
8294,18.1999
8295,19.1936
8296,19.1950
8297,19.1952
8298,19.1953
8299,19.1957
8300,19.1961
8301,19.1968
8302,19.1969
8303,19.1977
8304,19.1978
8305,19.1999
8306,20.1942
8307,20.1950
8308,20.1957
8309,20.1968
8310,20.1969
8311,20.1977
8312,20.1978
8313,21.1934
8314,21.1936
8315,21.1942
8316,21.1957
8317,21.1960
8318,21.1968
8319,21.1969
8320,21.1977
8321,21.1978
8322,22.1942
8323,22.1943
8324,22.1951
8325,22.1956
8326,22.1957
8327,22.1962
8328,22.1969
8329,22.1978
8330,23.1942
8331,23.1969
8332,23.1977
8333,23.1978
8334,24.1942
8335,24.1951
8336,24.1978
8337,25.1942
8338,25.1943
8339,25.1947
8340,25.1951
8341,25.1969
8342,25.1977
8343,25.1978
8344,26.1936
8345,26.1951
8346,26.1956
8347,26.1968
8348,26.1978
8349,26.1999
8350,27.1935
8351,27.1942
8352,27.1954
8353,27.1956
8354,27.1957
8355,27.1969
8356,27.1978
8357,27.1999
8358,28.1936
8359,28.1940
8360,28.1947
8361,28.1953
8362,28.1956
8363,28.1957
8364,28.1960
8365,28.1999
8366,29.1932
8367,29.1936
8368,29.1942
8369,29.1960
8370,29.1978
8371,29.1999
8372,30.1935
8373,30.1978
8374,30.1999
8375,31.1935
8376,31.1942
8377,31.1965
8378,31.1978
8379,31.1988
8380,31.1999
8381,32.1935
8382,32.1942
8383,32.1978
8384,32.1999
8385,33.1935
8386,33.1955
8387,33.1975
8388,33.1988
8389,33.1999
8390,34.1935
8391,34.1936
8392,34.1978
8393,34.1999
8394,35.1932
8395,35.1988
8396,36.1975
8397,36.1988
8398,36.1999
8399,37.1935
8400,37.1936
8401,37.1955
8402,37.1975
8403,37.1988
8404,37.1999
8405,38.1936
8406,38.1975
8407,38.1978
8408,38.1999
8409,39.1972
8410,39.1988
8411,39.1997
8412,40.1936
8413,40.1988
8414,40.1997
8415,40.1999
8416,41.1936
8417,41.1978
8418,41.1985
8419,41.1988
8420,41.1997
8421,42.1935
8422,42.1972
8423,42.1985.a-d
8424,42.1988
8425,42.1997
8426,43.1935
8427,43.1948
8428,43.1972
8429,43.1988
8430,44.1935
8431,44.1952
8432,44.1985
8433,45.1985
8434,46.1985
8435,46.1988
8436,47.1952
8437,47.1965
8438,47.1978
8439,47.1985
8440,47.1997
8441,48.1978
8442,48.1985
8443,48.1988
8444,48.1997
8445,49.1935
8446,49.1978
8447,49.1985.1
8448,49.1985.2
8449,49.1985.3
8450,49.1985.4
8451,49.1985.5
8452,49.1988
8453,49.1997
8454,50.1935
8455,50.1978
8456,50.1985
8457,50.1988
8458,50.1997
8459,51.1935
8460,51.1952
8461,51.1978
8462,51.1985
8463,51.1997
8464,52.1935
8465,52.1978
8466,52.1985
8467,52.1997
8468,53.1935
8469,53.1952
8470,53.1965
8471,53.1978
8472,53.1985
8473,53.1997
8474,54.1965
8475,54.1978
8476,55.1965
8477,55.1978
8478,55.1985
8479,56.1935
8480,56.1965
8481,56.1978
8482,57.1965
8483,57.1978
8484,58.1965
8485,58.1978
8486,59.1935
8487,59.1965
8488,59.1978
8489,60.1978
8490,61.1935
8491,61.1965
8492,61.1978
8493,62.1978
8494,63.1935
8495,63.1978
8496,64.1947
8497,64.1961
8498,64.1978
8499,65.1978
8500,66.1978
8501,67.1935
8502,67.1978
8503,67.1981
8504,67.1987
8505,68.1978
8506,68.1981
8507,69.1943
8508,69.1944
8509,69.1978
8510,69.1987.a-b
8511,70.1947
8512,70.1978
8513,70.1981
8514,70.1987
8515,71.1936
8516,71.1944
8517,71.1978
8518,71.1981
8519,71.1987
8520,72.1936
8521,72.1944
8522,72.1961
8523,72.1978
8524,72.1987
8525,73.1936
8526,73.1939
8527,73.1978
8528,73.1981.a-b
8529,73.1987
8530,74.1939
8531,74.1943
8532,74.1950
8533,74.1978
8534,74.1981
8535,74.1987
8536,75.1939
8537,75.1943
8538,75.1978
8539,75.1981
8540,76.1939
8541,76.1978
8542,76.1981
8543,76.1987
8544,77.1936
8545,77.1944
8546,77.1981
8547,77.1996.a-d
8548,78.1960
8549,78.1978
8550,78.1981
8551,78.1996
8552,79.1960
8553,79.1978
8554,79.1981
8555,79.1996
8556,80.1934
8557,80.1947.1-10
8558,80.1962
8559,80.1978
8560,80.1979
8561,80.1981
8562,80.1991
8563,80.1996
8564,81.1958
8565,81.1963
8566,81.1970
8567,81.1978
8568,81.1979
8569,81.1981
8570,81.1996
8571,82.1963
8572,82.1981
8573,82.1996
8574,83.1950
8575,83.1960
8576,83.1963
8577,83.1978
8578,83.1979
8579,83.1981
8580,84.1958
8581,84.1962
8582,84.1963
8583,84.1978
8584,84.1979.a-b
8585,84.1996
8586,85.1935
8587,85.1944
8588,85.1962
8589,85.1963
8590,85.1979
8591,85.1981
8592,86.1936
8593,86.1944
8594,86.1960
8595,86.1962
8596,86.1963
8597,86.1978
8598,86.1979.a-b
8599,86.1981
8600,86.1996
8601,87.1935
8602,87.1950
8603,87.1960
8604,87.1963
8605,87.1978
8606,87.1979
8607,87.1981
8608,87.1996
8609,88.1935
8610,88.1960
8611,88.1963
8612,88.1978
8613,88.1981
8614,88.1996.1
8615,88.1996.10
8616,88.1996.11
8617,88.1996.12
8618,88.1996.13
8619,88.1996.14
8620,88.1996.15
8621,88.1996.16
8622,88.1996.17
8623,88.1996.2
8624,88.1996.3
8625,88.1996.4
8626,88.1996.5
8627,88.1996.6
8628,88.1996.7
8629,88.1996.8
8630,88.1996.9
8631,89.1935
8632,89.1963
8633,89.1978
8634,89.1979
8635,89.1981
8636,89.1996
8637,90.1960
8638,90.1963
8639,90.1978
8640,90.1981
8641,90.1996
8642,91.1936
8643,91.1950
8644,91.1958
8645,91.1963
8646,91.1979
8647,91.1981
8648,91.1996
8649,92.1950
8650,92.1958
8651,92.1960
8652,92.1963
8653,92.1978
8654,92.1979.a-b
8655,92.1981
8656,92.1996
8657,93.1950
8658,93.1963
8659,93.1974
8660,93.1979
8661,93.1981
8662,93.1996
8663,94.1950
8664,94.1963
8665,94.1974
8666,94.1981.a-b
8667,94.1996
8668,95.1950
8669,95.1963
8670,95.1971
8671,95.1974
8672,95.1978
8673,95.1979
8674,95.1981
8675,95.1996
8676,96.1935
8677,96.1936
8678,96.1950
8679,96.1963
8680,96.1971
8681,96.1974
8682,96.1978
8683,96.1981
8684,96.1996
8685,97.1936
8686,97.1963
8687,97.1974
8688,97.1978
8689,97.1981
8690,97.1996
8691,98.1963
8692,98.1971
8693,98.1974
8694,98.1978
8695,98.1981
8696,99.1936
8697,99.1950
8698,99.1958
8699,99.1963
8700,99.1971
8701,99.1974
8702,99.1978
8703,99.1979
8704,99.1981
8705,100.1943
8706,100.1963
8707,100.1971
8708,100.1974
8709,100.1978
8710,100.1979
8711,100.1981
8712,101.1943
8713,101.1963
8714,101.1971
8715,101.1974
8716,101.1978
8717,101.1979
8718,101.1981
8719,102.1958
8720,102.1961
8721,102.1962
8722,102.1963
8723,102.1971
8724,102.1974
8725,102.1978
8726,102.1979
8727,102.1981
8728,103.1936
8729,103.1961
8730,103.1963
8731,103.1971
8732,103.1974
8733,103.1978
8734,103.1979
8735,103.1981
8736,104.2000
8737,104.1958
8738,104.1963
8739,104.1978
8740,104.1979
8741,104.1981
8742,105.2000
8743,105.1947
8744,105.1963.1-8
8745,105.1971
8746,105.1978
8747,105.1979
8748,105.1981
8749,106.1947
8750,106.1963.a-i
8751,106.1974
8752,106.1978
8753,106.1979
8754,106.1981
8755,107.2000
8756,107.1947
8757,107.1963
8758,107.1971
8759,107.1979
8760,107.1981
8761,108.2000
8762,108.1958
8763,108.1962
8764,108.1963
8765,108.1971.a-b
8766,108.1974
8767,108.1978
8768,108.1981
8769,109.2000
8770,109.1936
8771,109.1958
8772,109.1963
8773,109.1966
8774,109.1971
8775,109.1974
8776,109.1978
8777,109.1979
8778,109.1981
8779,110.2000
8780,110.1946
8781,110.1947
8782,110.1962
8783,110.1971
8784,110.1978
8785,110.1979
8786,110.1981
8787,111.2000
8788,111.1934
8789,111.1936.a-b
8790,111.1962
8791,111.1963
8792,111.1978
8793,111.1979
8794,111.1981
8795,112.2000
8796,112.1947
8797,112.1978
8798,112.1981
8799,112.1986
8800,113.2000
8801,113.1934
8802,113.1978
8803,113.1979
8804,113.1981
8805,113.1986
8806,114.2000
8807,114.1962
8808,114.1963
8809,114.1974
8810,114.1979
8811,114.1981
8812,114.1986
8813,115.2000
8814,115.1946
8815,115.1974
8816,115.1978
8817,115.1979
8818,115.1981
8819,115.1986
8820,116.2000
8821,116.1935
8822,116.1943
8823,116.1946
8824,116.1971
8825,116.1974
8826,116.1979
8827,116.1981
8828,116.1986
8829,117.2000
8830,117.1935
8831,117.1962
8832,117.1974
8833,117.1978
8834,117.1979
8835,117.1981
8836,117.1986
8837,118.2000
8838,118.1971
8839,118.1974
8840,118.1978
8841,118.1979
8842,118.1981
8843,118.1986
8844,119.2000.a-c
8845,119.1934
8846,119.1960
8847,119.1963
8848,119.1965
8849,119.1966
8850,119.1971
8851,119.1974
8852,119.1978
8853,119.1979
8854,119.1981.a-b
8855,119.1986.a-b
8856,120.2000
8857,120.1946
8858,120.1961
8859,120.1966
8860,120.1974
8861,120.1981
8862,120.1986
8863,121.2000
8864,121.1934
8865,121.1944
8866,121.1945
8867,121.1962
8868,121.1966.a-b
8869,121.1973
8870,121.1974
8871,121.1976
8872,121.1978
8873,121.1981
8874,121.1986
8875,122.1944
8876,122.1965
8877,122.1966.a
8878,122.1966.a-b
8879,122.1966.b
8880,122.1971
8881,122.1973
8882,122.1974
8883,122.1976
8884,122.1978
8885,122.1981
8886,122.1986
8887,123.1962
8888,123.1965
8889,123.1966
8890,123.1971
8891,123.1973
8892,123.1974
8893,123.1979
8894,123.1981
8895,123.1986
8896,124.1945
8897,124.1962
8898,124.1965
8899,124.1966
8900,124.1971
8901,124.1973
8902,124.1974
8903,124.1976
8904,124.1981
8905,124.1986
8906,125.1962
8907,125.1966
8908,125.1973.1a-b
8909,125.1974
8910,125.1979.1-2
8911,125.1981
8912,125.1999
8913,126.2000
8914,126.1944
8915,126.1962
8916,126.1971.a-b
8917,126.1973
8918,126.1978
8919,126.1979
8920,126.1981
8921,126.1999
8922,127.2000
8923,127.1958.a-b
8924,127.1961
8925,127.1966
8926,127.1971
8927,127.1973.a-b
8928,127.1979
8929,127.1981
8930,127.1999
8931,128.1934
8932,128.1935
8933,128.1946
8934,128.1966
8935,128.1971
8936,128.1973
8937,128.1978
8938,128.1979
8939,128.1981
8940,128.1984
8941,128.1999
8942,129.1966
8943,129.1973
8944,129.1976
8945,129.1978
8946,129.1981
8947,129.1984
8948,129.1999
8949,130.1966
8950,130.1973
8951,130.1981
8952,130.1984
8953,130.1999
8954,131.1958
8955,131.1966
8956,131.1973
8957,131.1978
8958,131.1981
8959,131.1984
8960,131.1999
8961,132.1958
8962,132.1965
8963,132.1966
8964,132.1971
8965,132.1973
8966,132.1976
8967,132.1978
8968,132.1981
8969,132.1984
8970,132.1999
8971,133.1935
8972,133.1965
8973,133.1966
8974,133.1971
8975,133.1973
8976,133.1976
8977,133.1981
8978,133.1984
8979,133.1999
8980,134.1965
8981,134.1966
8982,134.1976
8983,134.1978
8984,134.1981
8985,134.1984
8986,134.1999
8987,135.1957
8988,135.1961.a-b
8989,135.1965
8990,135.1966
8991,135.1973
8992,135.1976
8993,135.1978
8994,135.1981
8995,135.1984
8996,135.1999
8997,136.1934
8998,136.1946
8999,136.1961
9000,136.1966
9001,136.1971
9002,136.1973
9003,136.1981
9004,136.1984
9005,136.1999
9006,137.1934
9007,137.1940
9008,137.1942
9009,137.1966
9010,137.1971
9011,137.1973
9012,137.1981
9013,137.1991
9014,137.1999
9015,138.1935
9016,138.1940
9017,138.1945
9018,138.1966
9019,138.1978.a-b
9020,138.1981
9021,138.1984
9022,138.1999
9023,139.1940
9024,139.1951
9025,139.1966
9026,139.1973
9027,139.1978
9028,139.1981
9029,139.1991
9030,139.1999
9031,140.1934
9032,140.1935
9033,140.1940
9034,140.1945
9035,140.1973
9036,140.1978
9037,140.1999
9038,141.1957
9039,141.1966
9040,141.1977
9041,141.1991
9042,141.1999
9043,142.1944
9044,142.1951
9045,142.1953
9046,142.1966
9047,142.1991.a-zzzzzz
9048,142.1999
9049,143.1945
9050,143.1947
9051,143.1953
9052,143.1957
9053,143.1962
9054,143.1966
9055,143.1973
9056,143.1984
9057,143.1991
9058,143.1999
9059,144.1935
9060,144.1944
9061,144.1957
9062,144.1966
9063,144.1973
9064,144.1978
9065,144.1991
9066,144.1999
9067,145.1942
9068,145.1966
9069,145.1978
9070,145.1999
9071,146.1935
9072,146.1966
9073,146.1973.1-28
9074,146.1991.1
9075,146.1991.2
9076,146.1991.3
9077,146.1991.4
9078,146.1991.5
9079,146.1991.6
9080,146.1991.7
9081,146.1991.8
9082,146.1999
9083,147.1935
9084,147.1945
9085,147.1957
9086,147.1962
9087,147.1966
9088,147.1973.1-7
9089,147.1984
9090,147.1991
9091,148.1945
9092,148.1951
9093,148.1966
9094,148.1973.1-8
9095,148.1991
9096,148.1999
9097,149.1935
9098,149.1945
9099,149.1957
9100,149.1962
9101,149.1973
9102,149.1978
9103,149.1984
9104,149.1991
9105,149.1999
9106,150.1978
9107,150.1984
9108,150.1991
9109,150.1999
9110,151.1940
9111,151.1962
9112,151.1966.a
9113,151.1966.a-b
9114,151.1966.b
9115,151.1984
9116,151.1991
9117,151.1999
9118,152.1940
9119,152.1953
9120,152.1966
9121,152.1978
9122,152.1991
9123,153.1940
9124,153.1966
9125,153.1970
9126,153.1978
9127,153.1991
9128,154.1942
9129,154.1966
9130,154.1970
9131,154.1978
9132,154.1991
9133,155.1966
9134,155.1978
9135,155.1991
9136,156.1953
9137,156.1955
9138,156.1991
9139,157.1953
9140,157.1955
9141,157.1957
9142,157.1966
9143,157.1970
9144,157.1976.a-b
9145,157.1978.a-b
9146,158.1940
9147,158.1942
9148,158.1945
9149,158.1953
9150,158.1955
9151,158.1962
9152,158.1966
9153,158.1970
9154,158.1976
9155,158.1978
9156,159.1942
9157,159.1945
9158,159.1953
9159,159.1955
9160,159.1966
9161,159.1970
9162,159.1976
9163,159.1978
9164,159.1997
9165,160.1945
9166,160.1953
9167,160.1966
9168,160.1970
9169,160.1978
9170,160.1997.a-b
9171,161.1942
9172,161.1953
9173,161.1957
9174,161.1966
9175,161.1978
9176,161.1997.a-b
9177,162.1953
9178,162.1978
9179,162.1997
9180,163.1978
9181,163.1997
9182,164.1953
9183,164.1978
9184,164.1997
9185,165.1934
9186,165.1977
9187,165.1997
9188,166.1945
9189,166.1953
9190,166.1977
9191,166.1978
9192,166.1997
9193,167.1978
9194,167.1997.a-i
9195,168.1953
9196,168.1977
9197,168.1978
9198,168.1997.1
9199,168.1997.2
9200,168.1997.3
9201,169.1934
9202,169.1977
9203,170.1934
9204,170.1935
9205,170.1953
9206,170.1977
9207,170.1995.a-b
9208,170.1997
9209,171.1934
9210,171.1935
9211,171.1977
9212,171.1978
9213,171.1995
9214,172.1977
9215,172.1978
9216,172.1995
9217,172.1997
9218,173.1940
9219,173.1945
9220,173.1978
9221,173.1995
9222,173.1997
9223,174.1953
9224,174.1977
9225,174.1978
9226,174.1995
9227,174.1997
9228,175.1995
9229,175.1997
9230,176.1946
9231,176.1952
9232,176.1967
9233,176.1977
9234,176.1978
9235,176.1995
9236,176.1997
9237,177.1953
9238,177.1977
9239,177.1978
9240,177.1995
9241,178.1934.11
9242,178.1963
9243,178.1978
9244,178.1995
9245,178.1997
9246,179.1967
9247,179.1978
9248,179.1982
9249,179.1995
9250,179.1997
9251,180.1977
9252,180.1982
9253,180.1995
9254,180.1997
9255,181.1966
9256,181.1982
9257,181.1995
9258,181.1997
9259,182.1953
9260,182.1982
9261,182.1995
9262,182.1997
9263,183.1953
9264,183.1967
9265,183.1982
9266,183.1995
9267,184.1940
9268,184.1952
9269,184.1953
9270,184.1995
9271,184.1997
9272,185.1967
9273,185.1982
9274,185.1995
9275,185.1997
9276,186.1953
9277,186.1982
9278,186.1995
9279,186.1997
9280,187.1982
9281,187.1997
9282,188.1940
9283,188.1997
9284,189.1978
9285,189.1995
9286,189.1997
9287,190.1978
9288,190.1982
9289,190.1995
9290,191.1940
9291,191.1953
9292,191.1993
9293,191.1995
9294,192.1940
9295,192.1952
9296,192.1953
9297,192.1982
9298,192.1993
9299,193.1952
9300,193.1993
9301,194.1953
9302,194.1956
9303,194.1982
9304,194.1993
9305,194.1995
9306,195.1940
9307,195.1953
9308,195.1955
9309,195.1966
9310,195.1993
9311,196.1953
9312,196.1955
9313,196.1982
9314,196.1993
9315,197.1953
9316,197.1955
9317,197.1982
9318,197.1993
9319,197.1995
9320,198.1940
9321,198.1953
9322,198.1964
9323,198.1995
9324,199.1952
9325,199.1995
9326,200.1940
9327,200.1953
9328,200.1993
9329,200.1995
9330,201.1940
9331,209.1963
9332,209.1992
9333,209.1995
9334,209.1996
9335,210.1940
9336,210.1953
9337,210.1963
9338,210.1988
9339,210.1995
9340,210.1996
9341,211.1953
9342,211.1963
9343,211.1988
9344,211.1992
9345,211.1995
9346,211.1996
9347,212.1937
9348,212.1940
9349,212.1953
9350,212.1963
9351,212.1992
9352,212.1995
9353,212.1996
9354,213.1937
9355,213.1963
9356,213.1988
9357,213.1992
9358,213.1995
9359,214.1940
9360,214.1963
9361,214.1988
9362,214.1995
9363,214.1996
9364,215.1942
9365,215.1953.a-d
9366,215.1988
9367,215.1995
9368,215.1996
9369,216.1942
9370,216.1988
9371,216.1992
9372,216.1995
9373,216.1996
9374,217.1963
9375,217.1988.1
9376,217.1988.2
9377,217.1992
9378,217.1995
9379,217.1996
9380,218.1988
9381,218.1992
9382,218.1996
9383,219.1942
9384,219.1985
9385,219.1992
9386,219.1995
9387,219.1996
9388,220.1985
9389,220.1992
9390,220.1996
9391,221.1985
9392,221.1992
9393,221.1996
9394,222.1985
9395,222.1992
9396,223.1985
9397,223.1992.a-pp
9398,224.1985
9399,224.1992
9400,225.1962
9401,225.1985
9402,225.1996
9403,226.1948.a-b
9404,226.1985
9405,226.1988
9406,226.1996
9407,227.1947
9408,227.1988
9409,227.1996
9410,228.1996
9411,229.1986
9412,229.1988
9413,230.1937
9414,230.1940
9415,230.1962
9416,230.1968
9417,230.1986
9418,230.1988
9419,231.1937
9420,231.1986
9421,231.1988
9422,232.1940
9423,232.1968
9424,232.1986
9425,232.1988
9426,233.1947
9427,233.1948
9428,233.1986
9429,234.1935
9430,234.1940
9431,234.1947
9432,234.1968
9433,235.1935
9434,235.1950
9435,238.1935
9436,238.1956
9437,239.1948
9438,239.1968
9439,240.1935
9440,240.1962
9441,240.1968
9442,241.1935
9443,241.1976
9444,242.2000.1
9445,242.2000.2
9446,242.2000.3
9447,242.2000.4
9448,242.1935
9449,242.1954
9450,242.1976
9451,243.2000
9452,243.1956
9453,243.1962
9454,244.2000
9455,244.1948
9456,244.1962
9457,244.1976
9458,245.2000
9459,245.1940
9460,201.1993
9461,201.1995
9462,202.1953
9463,202.1966
9464,202.1972
9465,202.1992
9466,202.1993
9467,202.1995
9468,204.1953
9469,204.1993
9470,205.1953
9471,205.1963.a-b
9472,205.1970
9473,205.1993.a-b
9474,206.1940
9475,206.1993
9476,206.1995
9477,206.1996
9478,207.1940
9479,207.1993
9480,207.1995
9481,207.1996
9482,208.1953
9483,208.1988
9484,208.1992
9485,208.1996.a-c
9486,246.2000
9487,246.1950
9488,247.2000
9489,247.1950
9490,247.1954
9491,247.1976
9492,248.2000
9493,248.1948
9494,248.1990.4
9495,248.1990.5
9496,249.2000
9497,249.1954
9498,249.1976
9499,249.1990.a-d
9500,250.2000
9501,250.1935
9502,250.1956
9503,250.1966
9504,250.1969
9505,250.1976
9506,250.1990
9507,251.2000
9508,251.1935.a-b
9509,251.1954
9510,251.1956
9511,251.1990
9512,252.2000
9513,252.1948
9514,252.1969
9515,252.1990
9516,253.2000
9517,253.1937
9518,253.1969
9519,253.1987
