Beacon_Id,AccessionNumber
34776,1296.2005
34777,1297.2005
34778,1298.2005
34779,1299.2005
34780,1300.2005
34781,1301.2005
34782,1302.2005
34783,1303.2005
34784,1310.2005
34785,1311.2005
34786,1314.2005
34787,1317.2005
34788,1315.2005
34789,1304.2005
34790,1305.2005
34791,1306.2005
34792,1307.2005
34793,1309.2005
34794,1312.2005
34795,1313.2005
34796,1316.2005
34797,1318.2005
34798,1319.2005
34799,1320.2005
34800,1321.2005
34801,1322.2005
34802,1323.2005
34803,1324.2005
34804,1325.2005
34805,1326.2005
34806,1327.2005.1
34807,1327.2005.2
34808,1327.2005.3
34809,1328.2005.2
34810,1328.2005.3
34811,1328.2005.4
34812,1328.2005.5
34813,1328.2005.6
34814,1328.2005.7
34815,1328.2005.8
34816,1328.2005.1
34817,1329.2005
34818,1330.2005
34819,1331.2005.a-f
34820,1332.2005
34821,1333.2005
34822,1334.2005
34823,1335.2005.a-b
34824,1337.2005
34825,1338.2005
34826,1339.2005
34827,1342.2005
34828,1343.2005
34829,1344.2005
34830,1341.2005
34831,1345.2005
34832,1346.2005
34833,1347.2005
34834,1348.2005
34835,1349.2005
34836,1350.2005
34837,1351.2005
34838,1352.2005
34839,1353.2005
34840,1354.2005
34841,1355.2005
34842,1356.2005
34843,1357.2005
34844,1358.2005.a-b
34845,1359.2005
34846,1360.2005
34847,1361.2005
34848,1362.2005
34849,1363.2005
34850,1364.2005
34851,1365.2005.1
34852,1365.2005.2
34853,1365.2005.3
34854,1365.2005.4
34855,1365.2005.5
34856,1365.2005.6
34857,1365.2005.7
34858,1365.2005.8
34859,1365.2005.9
34860,1365.2005.10
34861,1365.2005.11
34862,1365.2005.12
34863,1365.2005.13
34864,1365.2005.14
34865,1365.2005.15
34866,1366.2005
34867,1367.2005
34868,1368.2005
34869,1369.2005
34870,1370.2005
34871,1371.2005
34872,1372.2005
34873,1373.2005
34874,1374.2005
34875,1375.2005
34876,1376.2005
34877,1377.2005
34878,1378.2005
34879,1380.2005.a-e
34880,1381.2005.a-j
34881,1382.2005
34882,1383.2005
34883,1384.2005
34884,1385.2005
34885,1386.2005
34886,1387.2005
34887,1391.2005
34888,1390.2005
34889,1389.2005
34890,1392.2005
34891,1393.2005
34892,1394.2005
34893,1396.2005
34894,1397.2005
34895,1398.2005
34896,1399.2005
34897,1401.2005
34898,1402.2005
34899,1403.2005
34900,2255.2005
34901,2256.2005
34902,2257.2005
34903,2258.2005
34904,1404.2005.a-b
34905,1405.2005
34906,1406.2005
34907,1407.2005
34908,1413.2005
34909,1415.2005.a-b
34910,1416.2005
34911,1418.2005
34912,1419.2005
34913,1420.2005
34914,1417.2005
34915,1421.2005
34916,1423.2005
34917,1422.2005
34918,1424.2005.a-b
34919,1425.2005
34920,1426.2005
34921,1427.2005
34922,1429.2005
34923,1430.2005
34924,1431.2005
34925,1433.2005
34926,1434.2005
34927,1435.2005
34928,1436.2005
34929,1437.2005
34930,1438.2005
34931,2829.2005
34932,1439.2005.a-b
34933,1440.2005
34934,1441.2005
34935,1442.2005
34936,1445.2005
34937,1444.2005
34938,1446.2005
34939,1447.2005
34940,1448.2005
34941,1449.2005
34942,1450.2005
34943,1451.2005
34944,1452.2005
34945,1453.2005
34946,1455.2005
34947,1456.2005
34948,1457.2005
34949,1458.2005
34950,1459.2005
34951,1460.2005
34952,1461.2005
34953,1462.2005
34954,1463.2005
34955,1464.2005
34956,1465.2005
34957,1466.2005
34958,1467.2005
34959,1468.2005
34960,1469.2005
34961,1471.2005
34962,1470.2005
34963,1472.2005
34964,1476.2005
34965,1477.2005
34966,1474.2005
34967,1475.2005
34968,1478.2005
34969,1479.2005.a-c
34970,1480.2005.a-c
34971,1481.2005
34972,1482.2005
34973,1483.2005.a-g
34974,1485.2005
34975,1484.2005
34976,1498.2005
34977,1499.2005
34978,1500.2005
34979,1501.2005
34980,1502.2005
34981,1503.2005
34982,1504.2005
34983,1505.2005
34984,1506.2005
34985,1507.2005
34986,1508.2005
34987,1509.2005.a-c
34988,1510.2005.a-ee
34989,1511.2005.a-b
34990,1515.2005
34991,1513.2005
34992,1514.2005
34993,1516.2005
34994,1512.2005
34995,1517.2005
34996,1519.2005
34997,1520.2005
34998,1521.2005
34999,1522.2005
35000,1523.2005
35001,1518.2005
35002,1524.2005
35003,1525.2005
35004,1526.2005
35005,1527.2005
35006,2124.2005
35007,1552.2005.a-b
35008,1528.2005
35009,1529.2005
35010,1530.2005
35011,1531.2005.a-h
35012,1532.2005
35013,1533.2005
35014,1534.2005
35015,1535.2005.a-b
35016,1547.2005
35017,1536.2005
35018,1537.2005
35019,1538.2005
35020,1539.2005
35021,1540.2005
35022,1541.2005
35023,1542.2005
35024,1543.2005
35025,1544.2005
35026,1545.2005
35027,1546.2005
35028,1548.2005
35029,1554.2005
35030,1555.2005
35031,1556.2005
35032,1557.2005
35033,1553.2005
35034,1558.2005
35035,1559.2005
35036,1560.2005
35037,1561.2005
35038,1562.2005
35039,1563.2005
35040,1564.2005
35041,1565.2005
35042,1566.2005.1
35043,1566.2005.2
35044,1566.2005.3
35045,1566.2005.4
35046,1567.2005
35047,1568.2005
35048,1569.2005
35049,1570.2005
35050,1571.2005
35051,1572.2005
35052,1573.2005
35053,1574.2005
35054,1576.2005
35055,1575.2005
35056,1577.2005
35057,2162.2005
35058,2163.2005
35059,2164.2005
35060,2165.2005
35061,2159.2005
35062,2160.2005
35063,2166.2005
35064,1578.2005
35065,1579.2005
35066,1580.2005
35067,1581.2005
35068,1582.2005
35069,1589.2005
35070,1583.2005.a-d
35071,1586.2005
35072,1587.2005
35073,1588.2005
35074,1585.2005
35075,1590.2005
35076,1591.2005
35077,1592.2005
35078,1593.2005
35079,1594.2005
35080,1595.2005
35081,1596.2005
35082,1597.2005
35083,1598.2005
35084,1599.2005
35085,1600.2005
35086,1601.2005
35087,1602.2005
35088,1603.2005
35089,1604.2005
35090,1606.2005
35091,1607.2005
35092,1608.2005
35093,1609.2005
35094,1605.2005
35095,1610.2005
35096,1611.2005
35097,1612.2005
35098,1614.2005
35099,1613.2005
35100,1615.2005.a-y
35101,1616.2005
35102,1617.2005
35103,1618.2005
35104,1619.2005
35105,1620.2005
35106,1621.2005
35107,1622.2005
35108,1623.2005
35109,1624.2005.1
35110,1624.2005.2
35111,1624.2005.3
35112,1624.2005.4
35113,1624.2005.5
35114,1624.2005.6
35115,1624.2005.7
35116,1624.2005.8
35117,1625.2005
35118,1626.2005
35119,1627.2005.2
35120,1633.2005
35121,1634.2005
35122,1635.2005
35123,1636.2005
35124,1637.2005
35125,1639.2005
35126,1638.2005
35127,1640.2005
35128,1642.2005
35129,1645.2005
35130,1643.2005
35131,1646.2005
35132,1644.2005
35133,1641.2005
35134,1651.2005
35135,1647.2005
35136,1648.2005
35137,1649.2005
35138,1650.2005
35139,1653.2005
35140,1654.2005
35141,1655.2005
35142,1656.2005
35143,1657.2005
35144,1658.2005
35145,1659.2005
35146,1661.2005
35147,1660.2005
35148,1662.2005
35149,1664.2005
35150,1663.2005
35151,1665.2005
35152,1666.2005
35153,1667.2005
35154,1668.2005
35155,1669.2005
35156,1670.2005
35157,1671.2005
35158,1672.2005.a-b
35159,1673.2005
35160,1674.2005
35161,1675.2005
35162,1676.2005
35163,1679.2005
35164,1680.2005
35165,1681.2005
35166,1682.2005
35167,1683.2005
35168,1684.2005
35169,1685.2005
35170,1686.2005
35171,1687.2005
35172,1688.2005
35173,1689.2005
35174,1690.2005
35175,1694.2005
35176,1695.2005
35177,1696.2005
35178,1697.2005
35179,1699.2005
35180,1700.2005
35181,1698.2005
35182,1701.2005
35183,1702.2005
35184,1703.2005
35185,1704.2005
35186,1705.2005
35187,1711.2005
35188,1712.2005
35189,1707.2005
35190,1708.2005
35191,1706.2005
35192,1709.2005
35193,1713.2005
35194,1714.2005
35195,1710.2005
35196,1715.2005
35197,1716.2005.a-d
35198,1717.2005
35199,1718.2005
35200,1720.2005
35201,1719.2005
35202,1722.2005
35203,1723.2005
35204,1721.2005
35205,1724.2005
35206,1725.2005
35207,1726.2005
35208,1727.2005
35209,1728.2005
35210,1729.2005
35211,1730.2005
35212,1731.2005
35213,1732.2005
35214,1733.2005
35215,1735.2005
35216,1734.2005
35217,1736.2005
35218,1737.2005
35219,1739.2005
35220,1740.2005
35221,1741.2005
35222,1743.2005
35223,1742.2005
35224,1745.2005
35225,1746.2005
35226,1747.2005
35227,1748.2005
35228,1749.2005
35229,1750.2005
35230,1751.2005
35231,1752.2005
35232,1753.2005
35233,1765.2005
35234,1766.2005
35235,1754.2005
35236,1755.2005
35237,1756.2005
35238,1757.2005
35239,1758.2005
35240,1759.2005
35241,1760.2005
35242,1768.2005.a-dd
35243,1770.2005
35244,1771.2005
35245,1772.2005
35246,1773.2005
35247,1774.2005
35248,1769.2005.a-k
35249,1775.2005
35250,1776.2005
35251,1777.2005
35252,1778.2005
35253,1779.2005
35254,1780.2005
35255,1781.2005
35256,1782.2005
35257,1783.2005
35258,1784.2005
35259,1785.2005
35260,1786.2005
35261,1787.2005
35262,1788.2005
35263,1789.2005
35264,1790.2005
35265,1792.2005
35266,1794.2005
35267,1795.2005
35268,1798.2005
35269,1799.2005
35270,1800.2005
35271,1801.2005
35272,1803.2005
35273,1802.2005
35274,1804.2005
35275,1805.2005
35276,1806.2005
35277,1807.2005
35278,1808.2005
35279,1809.2005
35280,1811.2005
35281,1812.2005
35282,1810.2005
35283,1814.2005
35284,1813.2005
35285,1817.2005
35286,1818.2005
35287,1819.2005
35288,1820.2005.a-h
35289,1825.2005
35290,1826.2005.a-b
35291,1821.2005
35292,1828.2005
35293,1829.2005
35294,1830.2005
35295,1831.2005
35296,1832.2005.a-e
35297,1833.2005
35298,1834.2005
35299,1835.2005
35300,1836.2005.a-d
35301,1837.2005
35302,1839.2005
35303,1840.2005
35304,1841.2005
35305,1838.2005
35306,1842.2005
35307,1843.2005
35308,1844.2005
35309,1845.2005
35310,1846.2005
35311,1848.2005
35312,1849.2005.a-c
35313,1851.2005
35314,1852.2005
35315,1853.2005.a-i
35316,1855.2005
35317,1856.2005
35318,1857.2005
35319,1854.2005
35320,1858.2005
35321,1859.2005
35322,1860.2005
35323,1862.2005.a-vvvvv
35324,1863.2005
35325,1864.2005.1
35326,1864.2005.2
35327,1864.2005.3
35328,1864.2005.4
35329,1865.2005.1
35330,1865.2005.2
35331,1865.2005.3
35332,1865.2005.4
35333,1865.2005.5
35334,1865.2005.6
35335,1865.2005.7
35336,1865.2005.8
35337,1870.2005.a-o
35338,1871.2005.a-e
35339,1872.2005.a-b
35340,1874.2005
35341,1875.2005
35342,1873.2005
35343,1876.2005
35344,1877.2005.a-b
35345,1878.2005
35346,1888.2005
35347,1879.2005
35348,1880.2005
35349,1881.2005
35350,1882.2005
35351,1883.2005
35352,1884.2005
35353,1885.2005
35354,1886.2005
35355,1887.2005
35356,1889.2005
35357,1892.2005
35358,1890.2005
35359,1891.2005
35360,1893.2005
35361,1894.2005
35362,1895.2005
35363,1896.2005
35364,1897.2005
35365,1898.2005
35366,1899.2005
35367,1900.2005
35368,1901.2005
35369,1902.2005
35370,1904.2005
35371,1905.2005
35372,1907.2005
35373,1908.2005
35374,1909.2005
35375,1910.2005
35376,1911.2005
35377,1912.2005
35378,1913.2005
35379,1914.2005
35380,1915.2005
35381,1916.2005
35382,1918.2005
35383,1917.2005
35384,1919.2005
35385,1920.2005
35386,1921.2005
35387,1922.2005
35388,1923.2005
35389,1924.2005
35390,1925.2005
35391,1927.2005
35392,1926.2005
35393,1928.2005
35394,1929.2005
35395,1930.2005
35396,1931.2005
35397,1932.2005
35398,1933.2005
35399,1935.2005.a-e
35400,1936.2005
35401,1937.2005
35402,1938.2005
35403,1939.2005
35404,1940.2005
35405,1942.2005
35406,1941.2005
35407,1945.2005
35408,1946.2005
35409,1943.2005
35410,1944.2005
35411,1947.2005
35412,1948.2005
35413,1959.2005
35414,1960.2005
35415,1950.2005
35416,1955.2005
35417,1951.2005
35418,1952.2005
35419,1953.2005
35420,1954.2005
35421,1956.2005
35422,1957.2005
35423,1958.2005
35424,1961.2005
35425,1962.2005
35426,1963.2005
35427,1964.2005
35428,1965.2005
35429,1966.2005
35430,1967.2005
35431,1968.2005
35432,1969.2005
35433,1970.2005
35434,1971.2005
35435,1972.2005
35436,1973.2005
35437,1974.2005
35438,1975.2005
35439,1978.2005
35440,1979.2005
35441,1980.2005
35442,1981.2005
35443,1982.2005
35444,1984.2005
35445,1983.2005
35446,1985.2005
35447,1986.2005
35448,1987.2005
35449,1988.2005
35450,1989.2005
35451,1990.2005
35452,1991.2005
35453,1992.2005
35454,1994.2005
35455,1995.2005
35456,1996.2005
35457,1997.2005
35458,1998.2005
35459,1993.2005
35460,2002.2005
35461,2000.2005
35462,1999.2005
35463,2001.2005
35464,2003.2005
35465,2004.2005
35466,2006.2005
35467,2007.2005
35468,2008.2005
35469,2009.2005
35470,2011.2005
35471,2012.2005
35472,2013.2005
35473,2014.2005
35474,2015.2005
35475,2016.2005
35476,2017.2005
35477,2018.2005
35478,2019.2005
35479,2020.2005
35480,2021.2005
35481,2022.2005
35482,2023.2005
35483,2025.2005
35484,2026.2005
35485,2010.2005
35486,2027.2005.a-b
35487,2028.2005
35488,2029.2005
35489,2030.2005
35490,2031.2005
35491,2032.2005
35492,2033.2005
35493,2034.2005
35494,2035.2005.a-d
35495,2037.2005
35496,2036.2005.a-d
35497,2038.2005
35498,2040.2005
35499,2041.2005.4
35500,2041.2005.3
35501,2041.2005.1
35502,2041.2005.2
35503,2039.2005
35504,2042.2005.1
35505,2042.2005.3
35506,2042.2005.2
35507,2042.2005.6
35508,2042.2005.7
35509,2042.2005.4
35510,2042.2005.5
35511,2042.2005.8
35512,2043.2005.6
35513,2043.2005.2
35514,2043.2005.4
35515,2043.2005.5
35516,2043.2005.3
35517,2043.2005.1
35518,2044.2005
35519,2045.2005
35520,1549.2005
35521,2046.2005
35522,2047.2005
35523,2048.2005
35524,2049.2005
35525,2050.2005
35526,2051.2005
35527,2052.2005
35528,2053.2005
35529,2054.2005
35530,2055.2005
35531,2056.2005
35532,2057.2005
35533,2058.2005
35534,2059.2005
35535,2067.2005
35536,2062.2005
35537,2060.2005
35538,2061.2005
35539,2064.2005
35540,2066.2005
35541,2065.2005
35542,2063.2005
35543,2068.2005
35544,2069.2005
35545,2070.2005
35546,2072.2005
35547,2073.2005
35548,2074.2005
35549,2075.2005
35550,2076.2005
35551,2077.2005
35552,2078.2005
35553,2079.2005
35554,2080.2005
35555,2082.2005
35556,2083.2005
35557,2084.2005
35558,2085.2005
35559,2086.2005
35560,2081.2005
35561,2087.2005
35562,2088.2005
35563,2089.2005
35564,2090.2005
35565,2091.2005
35566,2092.2005
35567,2093.2005
35568,2094.2005
35569,2095.2005
35570,2096.2005
35571,2097.2005
35572,2098.2005
35573,2099.2005
35574,2100.2005
35575,2101.2005
35576,2102.2005
35577,2103.2005
35578,2104.2005
35579,2105.2005
35580,2106.2005
35581,2107.2005
35582,2109.2005
35583,2115.2005
35584,2116.2005
35585,2117.2005
35586,2110.2005
35587,2111.2005
35588,2108.2005.a-d
35589,2112.2005
35590,2113.2005
35591,2118.2005
35592,2119.2005
35593,2120.2005
35594,2121.2005
35595,2127.2005
35596,2128.2005
35597,2129.2005
35598,2130.2005
35599,2131.2005
35600,2132.2005
35601,2133.2005
35602,2134.2005
35603,2135.2005
35604,2136.2005
35605,2138.2005
35606,2137.2005
35607,2139.2005
35608,2140.2005
35609,2141.2005
35610,2142.2005.a-d
35611,2143.2005
35612,2144.2005
35613,2145.2005
35614,2146.2005
35615,2147.2005
35616,2148.2005
35617,2149.2005
35618,2150.2005
35619,2151.2005
35620,2152.2005
35621,2154.2005
35622,2153.2005
35623,2167.2005
35624,2168.2005
35625,2169.2005
35626,2170.2005
35627,2171.2005
35628,2175.2005
35629,2172.2005
35630,2173.2005
35631,2174.2005
35632,2176.2005.a-j
35633,2178.2005
35634,2179.2005
35635,2180.2005
35636,2181.2005
35637,2182.2005
35638,2183.2005
35639,2184.2005
35640,2177.2005
35641,2185.2005
35642,2186.2005
35643,2187.2005
35644,2188.2005
35645,2189.2005
35646,2190.2005
35647,2191.2005
35648,2192.2005
35649,2193.2005
35650,2194.2005
35651,2195.2005
35652,2196.2005
35653,2197.2005
35654,2198.2005
35655,2199.2005
35656,2200.2005
35657,2201.2005
35658,2202.2005
35659,2203.2005.4
35660,2203.2005.5
35661,2203.2005.6
35662,2203.2005.1
35663,2203.2005.2
35664,2203.2005.3
35665,2204.2005
35666,2205.2005
35667,2206.2005
35668,2207.2005
35669,2208.2005.a-j
35670,2209.2005.a-f
35671,2212.2005
35672,2211.2005
35673,2210.2005
35674,2215.2005
35675,2213.2005
35676,2214.2005
35677,2217.2005
35678,2218.2005
35679,2219.2005
35680,2220.2005
35681,2216.2005
35682,2221.2005
35683,2222.2005
35684,2223.2005
35685,2224.2005
35686,2225.2005
35687,2227.2005
35688,2228.2005
35689,2229.2005.a-c
35690,2230.2005
35691,2232.2005
35692,2231.2005
35693,2271.2005
35694,2272.2005
35695,2273.2005
35696,2274.2005
35697,2275.2005
35698,2276.2005
35699,2277.2005
35700,2278.2005
35701,2279.2005
35702,2280.2005
35703,2281.2005
35704,2282.2005
35705,2283.2005
35706,2284.2005
35707,2285.2005
35708,2286.2005
35709,2287.2005
35710,2288.2005
35711,2289.2005
35712,2290.2005
35713,2249.2005
35714,2251.2005
35715,2247.2005
35716,2234.2005.a-b
35717,2235.2005.a-b
35718,2236.2005.a-b
35719,2237.2005
35720,2238.2005
35721,2239.2005
35722,2240.2005.a-b
35723,2241.2005.a-b
35724,2246.2005
35725,2242.2005
35726,2243.2005
35727,2244.2005
35728,2245.2005
35729,2248.2005
35730,2250.2005
35731,2252.2005
35732,2253.2005
35733,2254.2005
35734,2259.2005.a-h
35735,2260.2005
35736,2262.2005
35737,2261.2005
35738,2263.2005
35739,2264.2005
35740,2265.2005
35741,2266.2005
35742,2267.2005
35743,2268.2005.a-e
35744,2269.2005
35745,2270.2005
35746,2291.2005
35747,2292.2005
35748,2293.2005
35749,2294.2005
35750,2295.2005
35751,2296.2005
35752,2297.2005.a-c
35753,2298.2005.a-c
35754,2299.2005
35755,2300.2005
35756,2301.2005
35757,2302.2005
35758,2303.2005
35759,2304.2005
35760,2305.2005
35761,2306.2005
35762,2308.2005
35763,2310.2005.a-yyy
35764,2314.2005.a-d
35765,2315.2005.a-d
35766,2313.2005.a-b
35767,2316.2005
35768,2317.2005
35769,2320.2005
35770,2321.2005
35771,2318.2005
35772,2319.2005
35773,2325.2005
35774,2324.2005.1
35775,2322.2005.a-bb
35776,2326.2005
35777,2327.2005
35778,2328.2005
35779,2332.2005
35780,2333.2005
35781,2340.2005
35782,2341.2005
35783,2342.2005
35784,2343.2005
35785,2344.2005
35786,2345.2005
35787,2349.2005
35788,2346.2005
35789,2347.2005
35790,2348.2005
35791,2350.2005
35792,2351.2005
35793,2352.2005
35794,2353.2005
35795,2354.2005
35796,2355.2005
35797,2356.2005
35798,2357.2005
35799,2358.2005
35800,2360.2005
35801,2359.2005
35802,2361.2005
35803,2362.2005
35804,2363.2005
35805,2366.2005
35806,2364.2005
35807,2365.2005
35808,2367.2005
35809,2368.2005
35810,2369.2005
35811,2370.2005
35812,2371.2005
35813,2372.2005
35814,2373.2005
35815,2374.2005
35816,2375.2005
35817,2376.2005
35818,2377.2005
35819,2378.2005
35820,2379.2005
35821,2380.2005
35822,2382.2005
35823,2383.2005
35824,2384.2005
35825,2385.2005
35826,2386.2005
35827,2387.2005
35828,2389.2005
35829,2390.2005
35830,2388.2005
35831,2391.2005
35832,2392.2005
35833,2393.2005
35834,2394.2005
35835,2395.2005
35836,2396.2005
35837,2398.2005
35838,2397.2005
35839,2399.2005
35840,2400.2005
35841,2402.2005
35842,2405.2005
35843,2406.2005.a-f
35844,2407.2005.a-b
35845,2408.2005
35846,2409.2005
35847,2410.2005
35848,2411.2005
35849,2412.2005
35850,2579.2005.a-i
35851,2413.2005
35852,2414.2005
35853,2415.2005
35854,2416.2005
35855,2417.2005
35856,2418.2005
35857,2419.2005
35858,2420.2005
35859,2421.2005
35860,2422.2005
35861,2423.2005
35862,2424.2005
35863,2425.2005.a-b
35864,2426.2005
35865,2427.2005
35866,2429.2005
35867,2428.2005
35868,2430.2005
35869,2431.2005
35870,2432.2005
35871,2433.2005
35872,2434.2005
35873,2435.2005
35874,2492.2005.a-c
35875,2437.2005.a-d
35876,2438.2005
35877,2439.2005
35878,2440.2005
35879,2441.2005.1
35880,2441.2005.2
35881,2441.2005.3
35882,2442.2005
35883,2443.2005
35884,2444.2005.a-x
35885,2445.2005.a-b
35886,2446.2005
35887,2461.2005
35888,2462.2005
35889,2463.2005
35890,2464.2005
35891,2465.2005
35892,2466.2005
35893,2467.2005
35894,2468.2005
35895,2469.2005
35896,2470.2005
35897,2471.2005
35898,2472.2005
35899,2473.2005
35900,2474.2005
35901,2475.2005
35902,2476.2005
35903,2477.2005
35904,2478.2005
35905,2479.2005
35906,2480.2005
35907,2481.2005
35908,2482.2005
35909,2483.2005
35910,2484.2005
35911,2485.2005
35912,2489.2005
35913,2487.2005
35914,2486.2005
35915,2488.2005
35916,2490.2005
35917,2491.2005
35918,2493.2005
35919,2494.2005
35920,2495.2005.a-e
35921,2496.2005
35922,2497.2005
35923,2499.2005
35924,2498.2005
35925,2500.2005
35926,2502.2005
35927,2503.2005
35928,2504.2005
35929,2501.2005
35930,2505.2005
35931,2508.2005
35932,2510.2005
35933,2511.2005.a-b
35934,2512.2005.a-c
35935,2513.2005.1
35936,2513.2005.2
35937,2515.2005
35938,2514.2005
35939,2516.2005
35940,2517.2005
35941,2518.2005
35942,2519.2005
35943,2520.2005
35944,2521.2005
35945,2524.2005
35946,2525.2005
35947,2526.2005
35948,2527.2005
35949,2528.2005
35950,2529.2005
35951,2530.2005
35952,2532.2005
35953,2534.2005.a-b
35954,2533.2005.a-c
35955,2535.2005.a-f
35956,2536.2005
35957,2537.2005
35958,2538.2005
35959,2539.2005
35960,2540.2005.a-g
35961,2541.2005
35962,2544.2005
35963,2547.2005
35964,2548.2005
35965,2549.2005
35966,2550.2005
35967,2551.2005
35968,2552.2005
35969,2553.2005
35970,2554.2005
35971,2555.2005
35972,2556.2005
35973,2558.2005
35974,2559.2005
35975,2560.2005
35976,2561.2005.a-g
35977,2563.2005
35978,2564.2005.a-b
35979,2562.2005
35980,2565.2005.a-b
35981,2566.2005.a-q
35982,2568.2005
35983,2567.2005
35984,2569.2005
35985,2570.2005
35986,2571.2005
35987,2572.2005
35988,2573.2005
35989,2574.2005
35990,2576.2005
35991,2577.2005
35992,2578.2005
35993,2580.2005
35994,2581.2005
35995,2582.2005
35996,2583.2005
35997,2584.2005
35998,2588.2005
35999,2587.2005
36000,2585.2005
36001,2591.2005
36002,2589.2005
36003,2586.2005
36004,2592.2005
36005,2590.2005
36006,2593.2005
36007,2594.2005
36008,2595.2005
36009,2596.2005
36010,2597.2005
36011,2598.2005
36012,2599.2005.a-b
36013,2600.2005.a-b
36014,2601.2005
36015,2602.2005
36016,2604.2005
36017,2605.2005
36018,2603.2005
36019,2606.2005
36020,2607.2005
36021,2608.2005
36022,2609.2005
36023,2610.2005
36024,2611.2005
36025,2612.2005
36026,2615.2005
36027,2613.2005
36028,2614.2005
36029,2616.2005
36030,2617.2005
36031,2618.2005
36032,2619.2005
36033,2620.2005
36034,2621.2005
36035,2622.2005
36036,2623.2005
36037,2624.2005
36038,2625.2005
36039,2626.2005
36040,2633.2005
36041,2634.2005
36042,2627.2005
36043,2628.2005
36044,2629.2005
36045,2635.2005
36046,2636.2005
36047,2630.2005
36048,2637.2005
36049,2638.2005
36050,2631.2005
36051,2639.2005
36052,2632.2005
36053,2643.2005
36054,2640.2005
36055,2641.2005.2
36056,2642.2005
36057,2645.2005
36058,2650.2005
36059,2646.2005
36060,2647.2005
36061,2648.2005
36062,2649.2005
36063,2651.2005
36064,2652.2005
36065,2653.2005
36066,2654.2005
36067,2655.2005
36068,2656.2005
36069,2657.2005
36070,2658.2005
36071,2659.2005
36072,2660.2005.a-dd
36073,2661.2005
36074,2662.2005
36075,2664.2005
36076,2665.2005
36077,2663.2005
36078,2666.2005
36079,2674.2005
36080,2671.2005
36081,2672.2005
36082,2679.2005
36083,2667.2005
36084,2668.2005
36085,2669.2005
36086,2670.2005
36087,2680.2005
36088,2675.2005
36089,2676.2005
36090,2677.2005
36091,2678.2005
36092,2681.2005
36093,2682.2005
36094,2683.2005
36095,2684.2005
36096,2686.2005
36097,2685.2005
36098,2688.2005
36099,2687.2005
36100,2690.2005
36101,2691.2005
36102,2692.2005
36103,2693.2005
36104,2673.2005
36105,2694.2005
36106,2695.2005
36107,2696.2005
36108,2697.2005
36109,2698.2005
36110,2689.2005
36111,2699.2005
36112,2700.2005
36113,2702.2005
36114,2703.2005
36115,2704.2005
36116,2705.2005
36117,2707.2005.a-b
36118,2708.2005.a-g
36119,2709.2005
36120,2710.2005
36121,2711.2005
36122,2712.2005
36123,2714.2005
36124,2734.2005
36125,2726.2005
36126,2735.2005
36127,2716.2005
36128,2717.2005
36129,2715.2005
36130,2718.2005
36131,2719.2005
36132,2720.2005
36133,2721.2005
36134,2722.2005
36135,2723.2005
36136,2724.2005
36137,2725.2005
36138,2727.2005
36139,2728.2005
36140,2729.2005
36141,2730.2005
36142,2731.2005
36143,2732.2005
36144,2733.2005
36145,2737.2005
36146,2736.2005
36147,2738.2005
36148,2739.2005
36149,2740.2005
36150,2741.2005
36151,2743.2005
36152,2742.2005
36153,2745.2005
36154,2744.2005
36155,2753.2005
36156,2752.2005
36157,2754.2005
36158,2755.2005
36159,2756.2005
36160,2757.2005
36161,2758.2005
36162,2746.2005
36163,2747.2005
36164,2748.2005
36165,2749.2005
36166,2750.2005
36167,2751.2005
36168,2759.2005
36169,2760.2005
36170,2761.2005
36171,2762.2005
36172,2763.2005
36173,2764.2005
36174,2765.2005
36175,2766.2005
36176,2767.2005
36177,2768.2005
36178,2769.2005
36179,2770.2005
36180,2771.2005
36181,2772.2005
36182,2773.2005
36183,2774.2005
36184,2775.2005
36185,2776.2005
36186,2777.2005
36187,2778.2005
36188,2779.2005
36189,2780.2005
36190,2781.2005
36191,2782.2005
36192,2783.2005
36193,2784.2005
36194,2785.2005
36195,2786.2005.a-b
36196,2787.2005
36197,2789.2005
36198,2790.2005
36199,2792.2005
36200,2791.2005
36201,2793.2005
36202,2794.2005
36203,2795.2005
36204,2796.2005
36205,2797.2005
36206,2798.2005
36207,2799.2005
36208,2800.2005
36209,2804.2005
36210,2805.2005
36211,2806.2005
36212,2807.2005.a-c
36213,2812.2005
36214,2813.2005
36215,2814.2005
36216,2815.2005
36217,2816.2005
36218,2817.2005
36219,2823.2005.1
36220,2823.2005.2
36221,2823.2005.3
36222,2824.2005
36223,2825.2005
36224,2826.2005
36225,2827.2005
36226,2828.2005
36227,2830.2005
36228,2831.2005
36229,2832.2005
36230,2833.2005
36231,2834.2005
36232,2835.2005
36233,2836.2005
36234,2837.2005
36235,2838.2005
36236,2839.2005
36237,2840.2005
36238,2841.2005
36239,2842.2005
36240,2846.2005
36241,2844.2005
36242,2848.2005
36243,2843.2005
36244,2845.2005
36245,2847.2005
36246,2849.2005
36247,2851.2005
36248,2852.2005
36249,2853.2005
36250,2854.2005
36251,2855.2005
36252,2857.2005
36253,2858.2005
36254,2859.2005
36255,2860.2005
36256,2861.2005
36257,2862.2005
36258,2864.2005.a-hhh
36259,2865.2005.a-b
36260,2869.2005
36261,2868.2005
36262,2867.2005
36263,2871.2005
36264,2872.2005
36265,2873.2005
36266,2874.2005
36267,2875.2005
36268,2876.2005
36269,2877.2005
